,user_id,sessions,purchases,carted,favorited,total_actions,night_actions,weekend_sessions,total_sessions,dominant_category,top_category_share,user_segment
48707,201248,1,1,0,0,1,0,1,1,102272,1.0,Impulse Buyer
48708,201256,1,0,0,0,2,0,2,1,4339360,0.5,One-Time User
48709,201259,1,0,0,0,2,0,0,1,2529187,0.5,One-Time User
48710,201260,1,0,0,0,3,2,3,1,3607361,1.0,One-Time User
48711,201262,1,0,0,0,3,0,0,1,4145813,1.0,One-Time User
48712,201267,1,0,0,0,1,0,0,1,3147903,1.0,One-Time User
48713,201269,3,0,2,0,4,3,0,3,4145813,0.5,Window Shopper
48714,201271,1,0,0,0,3,0,3,1,1080785,0.6666666666666666,One-Time User
48715,201273,2,0,0,0,2,2,0,2,4098232,0.5,Window Shopper
48716,201274,1,0,0,0,2,0,2,1,4145813,1.0,One-Time User
48717,201275,1,0,0,0,1,1,1,1,4145813,1.0,One-Time User
48718,201278,2,0,0,0,2,1,1,2,1216617,0.5,Window Shopper
48719,201280,1,0,0,0,3,0,0,1,5099474,1.0,One-Time User
48720,201281,1,0,0,0,1,0,0,1,1431810,1.0,One-Time User
48721,201282,1,0,1,0,2,0,0,1,3912910,1.0,Cart Abandoner
48722,201295,1,0,0,0,1,0,0,1,982926,1.0,One-Time User
48723,201300,1,0,0,0,1,0,1,1,3536601,1.0,One-Time User
48724,201311,1,0,0,0,2,0,0,1,1879194,1.0,One-Time User
48725,201313,2,0,0,0,3,1,3,2,737184,0.3333333333333333,Window Shopper
48726,201317,1,0,0,0,1,0,0,1,1213320,1.0,One-Time User
48727,201318,1,0,0,0,1,1,1,1,3645362,1.0,One-Time User
48728,201319,1,0,0,0,1,0,1,1,4159072,1.0,One-Time User
48729,201325,1,0,0,0,1,1,1,1,3855599,1.0,One-Time User
48730,201327,1,0,0,0,1,0,1,1,4160459,1.0,One-Time User
48731,201328,2,0,0,0,4,2,2,2,970338,0.25,Window Shopper
48732,201336,1,1,0,0,2,0,0,1,874415,0.5,Impulse Buyer
48733,201338,1,1,0,0,2,2,0,1,3747017,1.0,Impulse Buyer
48734,201340,1,0,0,0,1,0,1,1,982926,1.0,One-Time User
48735,201341,1,0,0,0,1,0,1,1,4854759,1.0,One-Time User
48736,201342,1,0,0,0,1,0,1,1,2891408,1.0,One-Time User
48737,201345,1,0,0,0,1,0,0,1,3720767,1.0,One-Time User
48738,201349,1,0,1,0,1,0,1,1,3738615,1.0,Cart Abandoner
48739,201356,1,0,1,0,2,0,0,1,285583,0.5,Cart Abandoner
48740,201357,1,0,0,0,1,1,0,1,570735,1.0,One-Time User
48741,201358,1,1,0,0,1,0,1,1,2920476,1.0,Impulse Buyer
48742,201361,1,0,0,0,1,1,0,1,3771608,1.0,One-Time User
48743,201365,2,0,0,0,2,1,2,2,2465336,0.5,Window Shopper
48744,201367,2,0,0,1,4,3,4,2,4355436,0.75,Window Shopper
48745,201368,1,0,0,0,2,0,0,1,2945933,0.5,One-Time User
48746,201372,1,0,0,0,2,2,2,1,1029459,1.0,One-Time User
48747,201384,1,0,0,0,1,1,0,1,2520377,1.0,One-Time User
48748,201386,3,1,0,0,5,0,3,3,4758695,0.4,Weekend Shopper
48749,201388,1,0,0,0,2,0,0,1,4719814,1.0,One-Time User
48750,201390,2,0,0,0,2,1,1,2,2507053,0.5,Window Shopper
48751,201398,2,0,0,0,3,3,1,2,634390,0.6666666666666666,Window Shopper
48752,201400,4,0,0,0,6,2,1,4,154040,0.16666666666666666,Window Shopper
48753,201403,2,0,0,0,2,1,1,2,1929516,0.5,Window Shopper
48754,201404,1,0,0,0,2,0,2,1,3002561,0.5,One-Time User
48755,201410,1,0,1,0,2,2,2,1,3566034,0.5,Cart Abandoner
48756,201415,2,1,0,0,4,1,4,2,2982027,0.75,Impulse Buyer
48757,201416,1,0,0,0,1,1,1,1,4921617,1.0,One-Time User
48758,201420,1,0,0,0,1,0,0,1,2520377,1.0,One-Time User
48759,201427,1,0,0,0,1,0,1,1,1973012,1.0,One-Time User
48760,201431,1,0,1,0,2,2,2,1,245312,0.5,Cart Abandoner
48761,201432,1,0,1,0,2,0,2,1,2520377,0.5,Cart Abandoner
48762,201434,1,0,0,0,1,1,0,1,1711596,1.0,One-Time User
48763,201439,1,0,0,1,1,0,0,1,2735466,1.0,Wishlister
48764,201440,1,0,0,0,2,0,0,1,708574,0.5,One-Time User
48765,201443,1,0,0,0,2,0,2,1,982926,0.5,One-Time User
48766,201448,2,0,1,0,3,0,0,2,4018452,0.6666666666666666,Window Shopper
48767,201456,1,0,0,0,1,1,0,1,4756105,1.0,One-Time User
48768,201459,2,0,0,0,2,0,2,2,4181361,0.5,Window Shopper
48769,201466,1,0,0,0,1,1,0,1,4640311,1.0,One-Time User
48770,201467,2,0,2,0,4,0,0,2,411153,0.25,Window Shopper
48771,201468,2,0,0,0,3,2,0,2,2066955,0.3333333333333333,Window Shopper
48772,201474,2,0,1,0,5,3,3,2,753984,0.4,Window Shopper
48773,201477,1,0,0,0,1,1,0,1,590997,1.0,One-Time User
48774,201479,1,0,0,0,1,0,0,1,2194744,1.0,One-Time User
48775,201480,1,0,0,0,2,0,0,1,3371868,1.0,One-Time User
48776,201481,2,0,0,0,3,3,2,2,1879194,0.3333333333333333,Window Shopper
48777,201485,2,0,0,0,2,0,0,2,1994940,0.5,Window Shopper
48778,201486,2,0,0,0,2,0,1,2,4145813,0.5,Window Shopper
48779,201489,1,0,0,1,1,0,1,1,4449178,1.0,Wishlister
48780,201492,1,0,0,0,1,0,0,1,1320293,1.0,One-Time User
48781,201498,1,0,0,0,1,1,1,1,500212,1.0,One-Time User
48782,201499,1,0,0,0,1,0,1,1,4690421,1.0,One-Time User
48783,201500,3,0,0,0,7,1,6,3,4801426,0.2857142857142857,Window Shopper
48784,201501,2,0,0,0,2,1,0,2,2355072,0.5,Window Shopper
48785,201502,1,0,0,0,1,1,0,1,3002561,1.0,One-Time User
48786,201504,1,0,0,0,1,1,1,1,2355072,1.0,One-Time User
48787,201506,1,0,0,0,2,0,2,1,983613,0.5,One-Time User
48788,201508,1,0,0,0,2,2,0,1,2355072,1.0,One-Time User
48789,201516,4,0,0,1,4,2,2,4,2465336,0.5,Window Shopper
48790,201523,1,0,0,0,5,4,0,1,285583,0.4,One-Time User
48791,201524,1,0,0,0,1,1,1,1,2465336,1.0,One-Time User
48792,201526,1,0,0,0,1,0,0,1,1567637,1.0,One-Time User
48793,201531,1,0,0,0,1,1,1,1,2355072,1.0,One-Time User
48794,201532,1,0,0,0,1,0,0,1,3189162,1.0,One-Time User
48795,201537,1,0,0,0,2,0,0,1,245312,0.5,One-Time User
48796,201539,1,0,0,0,2,0,0,1,1029459,0.5,One-Time User
48797,201544,1,0,0,0,2,0,2,1,3004853,1.0,One-Time User
48798,201550,1,0,0,0,2,0,0,1,2181935,1.0,One-Time User
48799,201554,1,0,0,0,1,1,1,1,4217906,1.0,One-Time User
48800,201557,3,0,0,1,3,2,2,3,957119,0.3333333333333333,Window Shopper
48801,201562,2,0,0,0,4,3,1,2,3607361,0.75,Window Shopper
48802,201571,1,0,0,0,1,0,1,1,1548278,1.0,One-Time User
48803,201574,2,0,0,0,2,2,1,2,2640118,0.5,Window Shopper
48804,201583,1,0,0,0,1,1,1,1,4756105,1.0,One-Time User
48805,201591,3,0,0,0,4,0,1,3,2355072,0.25,Window Shopper
48806,201595,1,0,0,0,3,3,0,1,3607361,0.6666666666666666,One-Time User
48807,201596,1,0,0,0,2,0,2,1,237446,0.5,One-Time User
48808,201597,1,0,0,1,3,0,0,1,1508018,0.6666666666666666,Wishlister
48809,201600,3,0,0,0,3,0,2,3,1265358,0.3333333333333333,Window Shopper
48810,201601,2,0,0,0,3,0,1,2,570735,0.6666666666666666,Window Shopper
48811,201605,1,0,0,0,2,0,2,1,3607361,1.0,One-Time User
48812,201612,1,0,0,0,1,0,1,1,570735,1.0,One-Time User
48813,201617,1,0,1,0,2,0,2,1,2465336,1.0,Cart Abandoner
48814,201621,1,0,0,0,1,0,0,1,4756105,1.0,One-Time User
48815,201622,3,0,0,0,4,2,3,3,2355072,0.25,Window Shopper
48816,201624,1,0,0,0,1,0,0,1,200278,1.0,One-Time User
48817,201633,1,0,0,1,4,0,0,1,4145813,1.0,Wishlister
48818,201642,1,0,0,0,1,1,0,1,4145813,1.0,One-Time User
48819,201648,2,0,0,1,3,1,2,2,2640118,0.3333333333333333,Window Shopper
48820,201649,1,0,0,0,1,0,0,1,2355072,1.0,One-Time User
48821,201651,2,0,0,0,2,0,2,2,3407883,1.0,Window Shopper
48822,201656,2,0,0,0,6,0,4,2,2926020,0.5,Window Shopper
48823,201659,2,0,0,0,3,2,0,2,982926,0.3333333333333333,Window Shopper
48824,201661,1,0,0,0,1,1,1,1,2725426,1.0,One-Time User
48825,201666,1,0,0,0,1,1,0,1,3595690,1.0,One-Time User
48826,201676,1,0,0,0,1,1,0,1,982926,1.0,One-Time User
48827,201677,2,0,0,0,3,2,3,2,982926,0.3333333333333333,Window Shopper
48828,201680,1,0,0,0,1,0,0,1,5053648,1.0,One-Time User
48829,201682,1,0,0,0,3,3,3,1,5071267,0.6666666666666666,One-Time User
48830,201691,2,0,1,0,2,0,2,2,553365,0.5,Window Shopper
48831,201694,2,0,0,0,3,3,3,2,4145813,0.6666666666666666,Window Shopper
48832,201696,1,0,1,0,1,0,1,1,3289012,1.0,Cart Abandoner
48833,201697,1,0,0,0,1,1,1,1,163196,1.0,One-Time User
48834,201702,1,0,0,0,1,1,0,1,58836,1.0,One-Time User
48835,201713,1,0,0,0,2,0,2,1,982926,0.5,One-Time User
48836,201714,1,0,0,0,1,1,1,1,4145813,1.0,One-Time User
48837,201715,1,0,0,0,1,0,0,1,4145813,1.0,One-Time User
48838,201717,1,0,1,0,2,0,0,1,1050007,0.5,Cart Abandoner
48839,201719,1,0,0,0,1,0,1,1,3002561,1.0,One-Time User
48840,201724,1,0,0,0,1,1,0,1,1879194,1.0,One-Time User
48841,201725,3,0,0,1,5,4,4,3,1493787,0.2,Window Shopper
48842,201730,1,0,0,0,1,0,1,1,4130426,1.0,One-Time User
48843,201744,1,0,0,0,2,2,2,1,3004853,1.0,One-Time User
48844,201746,1,0,0,0,1,0,1,1,2982027,1.0,One-Time User
48845,201748,2,0,0,0,2,0,0,2,801221,0.5,Window Shopper
48846,201753,6,0,0,0,11,2,4,6,4756105,0.2727272727272727,Window Shopper
48847,201755,1,0,0,0,1,0,1,1,3002561,1.0,One-Time User
48848,201758,1,0,0,0,1,0,1,1,4756105,1.0,One-Time User
48849,201763,2,1,1,0,5,0,2,2,235534,0.2,Impulse Buyer
48850,201764,1,0,0,0,1,1,0,1,2072473,1.0,One-Time User
48851,201768,1,0,0,1,2,0,0,1,2832009,0.5,Wishlister
48852,201773,1,0,0,0,1,0,1,1,4181361,1.0,One-Time User
48853,201774,2,0,1,0,2,1,0,2,2572604,0.5,Window Shopper
48854,201783,1,0,0,0,1,0,0,1,1691699,1.0,One-Time User
48855,201785,2,0,1,0,3,0,2,2,2096639,0.3333333333333333,Window Shopper
48856,201786,1,0,0,0,1,0,1,1,4756105,1.0,One-Time User
48857,201788,1,0,0,0,1,1,1,1,4602841,1.0,One-Time User
48858,201789,1,0,0,0,1,0,0,1,2367907,1.0,One-Time User
48859,201790,1,0,0,0,1,1,0,1,4138583,1.0,One-Time User
48860,201792,1,0,0,0,1,0,0,1,4756105,1.0,One-Time User
48861,201793,1,1,0,0,1,1,1,1,892254,1.0,Impulse Buyer
48862,201796,1,0,0,0,1,0,0,1,982926,1.0,One-Time User
48863,201798,1,0,0,0,1,1,1,1,2520377,1.0,One-Time User
48864,201802,2,0,0,0,3,0,3,2,4467019,0.6666666666666666,Window Shopper
48865,201815,1,0,0,0,1,0,0,1,2465336,1.0,One-Time User
48866,201820,2,0,1,0,3,1,3,2,2735466,0.3333333333333333,Window Shopper
48867,201822,1,0,0,0,3,0,3,1,1320293,0.6666666666666666,One-Time User
48868,201823,1,0,0,1,1,1,1,1,238434,1.0,Wishlister
48869,201829,1,0,0,0,1,0,1,1,1729993,1.0,One-Time User
48870,201838,1,0,0,0,1,0,1,1,4173315,1.0,One-Time User
48871,201839,1,0,0,0,1,1,1,1,4357323,1.0,One-Time User
48872,201840,3,0,0,0,5,0,3,3,801221,0.2,Window Shopper
48873,201844,5,0,3,2,11,2,6,5,4756105,0.36363636363636365,Window Shopper
48874,201848,1,0,0,0,1,1,0,1,2355072,1.0,One-Time User
48875,201860,2,0,0,0,5,1,5,2,2131531,0.6,Window Shopper
48876,201862,2,0,0,0,2,2,1,2,383749,0.5,Window Shopper
48877,201867,1,0,0,0,2,0,2,1,982926,0.5,One-Time User
48878,201868,1,0,0,0,1,0,0,1,1029459,1.0,One-Time User
48879,201870,1,0,0,1,2,0,2,1,982926,1.0,Wishlister
48880,201876,2,0,1,0,3,0,0,2,2465336,0.3333333333333333,Window Shopper
48881,201878,1,0,0,0,1,1,0,1,2920476,1.0,One-Time User
48882,201882,1,0,0,0,1,1,1,1,3002561,1.0,One-Time User
48883,201883,2,0,0,0,2,0,1,2,1080785,0.5,Window Shopper
48884,201884,2,1,1,0,2,0,1,2,1349561,0.5,Impulse Buyer
48885,201885,1,0,0,0,1,0,1,1,2920476,1.0,One-Time User
48886,201886,1,0,0,0,1,0,1,1,2355072,1.0,One-Time User
48887,201890,1,0,0,0,1,0,0,1,237446,1.0,One-Time User
48888,201897,1,0,0,0,3,0,3,1,3208959,0.6666666666666666,One-Time User
48889,201898,1,0,0,0,2,0,2,1,149192,1.0,One-Time User
48890,201900,1,0,0,0,2,2,2,1,882095,0.5,One-Time User
48891,201901,1,0,0,0,1,0,0,1,344833,1.0,One-Time User
48892,201903,1,0,0,0,1,0,1,1,4756105,1.0,One-Time User
48893,201912,1,0,0,0,2,0,0,1,4173315,0.5,One-Time User
48894,201915,1,0,0,1,1,0,1,1,3362038,1.0,Wishlister
48895,201918,1,0,0,0,1,0,1,1,4756730,1.0,One-Time User
48896,201920,1,0,0,0,2,0,2,1,3738615,1.0,One-Time User
48897,201923,1,0,1,0,2,0,0,1,1464116,0.5,Cart Abandoner
48898,201925,1,0,0,0,1,0,0,1,570735,1.0,One-Time User
48899,201928,1,0,0,0,1,1,1,1,4756105,1.0,One-Time User
48900,201931,1,0,0,0,1,0,1,1,1397912,1.0,One-Time User
48901,201937,2,0,0,0,2,0,0,2,3607361,0.5,Window Shopper
48902,201938,1,0,0,0,2,0,0,1,149192,0.5,One-Time User
48903,201939,1,0,0,0,1,0,1,1,2632873,1.0,One-Time User
48904,201944,1,0,0,0,1,0,0,1,4789432,1.0,One-Time User
48905,201948,1,0,0,0,1,0,0,1,4756105,1.0,One-Time User
48906,201957,1,0,0,0,1,1,0,1,3724091,1.0,One-Time User
48907,201960,1,0,0,0,2,2,0,1,1080785,0.5,One-Time User
48908,201965,1,0,0,0,2,0,2,1,411153,0.5,One-Time User
48909,201968,3,0,1,0,7,5,1,3,2465336,0.5714285714285714,Window Shopper
48910,201969,1,0,0,0,2,2,0,1,154040,0.5,One-Time User
48911,201971,2,0,0,0,5,2,5,2,2355072,0.4,Window Shopper
48912,201983,1,0,0,1,2,0,0,1,149192,1.0,Wishlister
48913,201990,1,0,0,0,2,0,2,1,2877672,1.0,One-Time User
48914,201993,1,0,0,0,2,0,2,1,1789614,1.0,One-Time User
48915,201995,1,0,0,0,2,2,0,1,200278,0.5,One-Time User
48916,201996,1,0,0,0,2,0,0,1,622168,0.5,One-Time User
48917,201998,1,0,1,0,1,0,0,1,2885642,1.0,Cart Abandoner
48918,201999,2,0,0,0,4,3,4,2,322167,0.25,Window Shopper
48919,202004,3,0,0,1,6,2,2,3,119741,0.3333333333333333,Window Shopper
48920,202013,1,0,0,0,2,2,2,1,154040,0.5,One-Time User
48921,202016,2,0,0,1,2,2,1,2,672001,1.0,Window Shopper
48922,202024,1,0,0,0,2,0,0,1,1102540,0.5,One-Time User
48923,202025,3,0,0,0,5,3,1,3,3607361,0.4,Window Shopper
48924,202026,2,0,0,0,2,0,2,2,2355072,0.5,Window Shopper
48925,202028,1,1,0,0,2,0,2,1,4402326,0.5,Impulse Buyer
48926,202034,2,0,0,1,3,0,0,2,965809,0.3333333333333333,Window Shopper
48927,202047,2,1,0,0,4,0,0,2,727648,0.5,Impulse Buyer
48928,202049,1,0,0,0,2,0,2,1,4756105,0.5,One-Time User
48929,202050,3,0,0,0,7,6,7,3,982926,0.2857142857142857,Window Shopper
48930,202051,3,0,1,0,4,0,1,3,1669167,0.25,Window Shopper
48931,202052,2,0,0,0,3,0,3,2,982926,0.3333333333333333,Window Shopper
48932,202059,2,0,0,0,3,2,0,2,1288487,0.3333333333333333,Window Shopper
48933,202060,1,0,0,0,2,0,0,1,1312642,0.5,One-Time User
48934,202062,1,0,1,0,2,0,0,1,2520377,0.5,Cart Abandoner
48935,202064,1,0,0,0,1,0,1,1,3461439,1.0,One-Time User
48936,202073,2,1,1,0,4,2,0,2,3695050,0.5,Impulse Buyer
48937,202074,1,0,0,0,2,0,0,1,1879194,1.0,One-Time User
48938,202075,2,0,0,0,2,0,0,2,2728656,0.5,Window Shopper
48939,202078,1,0,0,0,1,1,1,1,2920476,1.0,One-Time User
48940,202079,1,0,0,0,1,0,0,1,2355072,1.0,One-Time User
48941,202080,1,0,0,0,1,1,1,1,4643350,1.0,One-Time User
48942,202082,1,0,0,0,2,0,2,1,3738615,0.5,One-Time User
48943,202085,2,0,0,0,2,0,1,2,2585015,0.5,Window Shopper
48944,202086,1,0,0,0,1,0,1,1,541347,1.0,One-Time User
48945,202093,2,0,0,0,2,0,2,2,2355072,0.5,Window Shopper
48946,202095,1,0,0,0,1,0,0,1,2131531,1.0,One-Time User
48947,202101,1,0,0,0,1,0,1,1,3367924,1.0,One-Time User
48948,202102,2,0,0,0,5,0,5,2,4756105,0.4,Window Shopper
48949,202106,2,0,0,0,4,1,0,2,245312,0.75,Window Shopper
48950,202111,1,0,0,0,2,2,0,1,200278,0.5,One-Time User
48951,202112,1,0,1,0,2,2,2,1,2885642,1.0,Cart Abandoner
48952,202120,1,0,0,0,2,0,2,1,366112,0.5,One-Time User
48953,202123,1,0,0,0,1,0,0,1,2640118,1.0,One-Time User
48954,202128,1,0,0,1,2,2,0,1,2296439,0.5,Wishlister
48955,202131,1,0,0,0,2,0,2,1,2520377,1.0,One-Time User
48956,202132,1,0,0,0,1,1,0,1,1080785,1.0,One-Time User
48957,202142,2,0,0,0,2,0,0,2,1851156,0.5,Window Shopper
48958,202147,4,0,0,0,5,0,5,4,4756105,0.4,Window Shopper
48959,202155,3,0,1,0,3,0,2,3,339305,0.3333333333333333,Window Shopper
48960,202156,2,0,0,0,2,0,2,2,1575622,0.5,Window Shopper
48961,202157,2,0,0,0,2,1,2,2,863375,0.5,Window Shopper
48962,202160,1,0,0,0,1,1,1,1,2290623,1.0,One-Time User
48963,202161,1,0,0,0,2,2,2,1,411153,1.0,One-Time User
48964,202166,1,0,0,0,1,0,0,1,1879194,1.0,One-Time User
48965,202170,1,0,0,0,2,2,0,1,1451814,1.0,One-Time User
48966,202171,3,0,0,0,4,1,2,3,2926020,0.25,Window Shopper
48967,202172,1,0,0,0,2,2,0,1,2578647,0.5,One-Time User
48968,202178,1,0,0,0,1,1,1,1,2896142,1.0,One-Time User
48969,202180,1,0,0,0,1,1,0,1,5064,1.0,One-Time User
48970,202205,2,0,0,0,4,0,2,2,4118464,0.5,Window Shopper
48971,202213,1,0,0,0,1,0,1,1,3607361,1.0,One-Time User
48972,202218,1,0,0,0,1,0,0,1,5071267,1.0,One-Time User
48973,202220,2,0,0,1,3,3,0,2,1080785,0.6666666666666666,Window Shopper
48974,202222,2,0,1,0,3,0,3,2,1320293,0.3333333333333333,Window Shopper
48975,202223,1,0,0,0,1,1,1,1,2355072,1.0,One-Time User
48976,202233,1,0,0,0,2,2,2,1,1474371,0.5,One-Time User
48977,202235,1,0,1,0,1,0,0,1,2221025,1.0,Cart Abandoner
48978,202241,1,0,0,0,1,1,0,1,4217906,1.0,One-Time User
48979,202243,1,0,0,0,1,1,1,1,3738615,1.0,One-Time User
48980,202244,1,0,0,1,1,1,0,1,2939262,1.0,Wishlister
48981,202250,1,0,0,0,1,1,0,1,815311,1.0,One-Time User
48982,202257,1,0,0,0,1,1,0,1,393045,1.0,One-Time User
48983,202261,2,0,0,0,4,0,3,2,1575622,0.5,Window Shopper
48984,202263,1,0,1,0,2,0,0,1,2131531,0.5,Cart Abandoner
48985,202264,1,0,0,0,1,0,0,1,2878148,1.0,One-Time User
48986,202268,1,0,0,0,4,0,4,1,3004853,0.75,One-Time User
48987,202276,1,0,0,0,2,0,0,1,4357323,1.0,One-Time User
48988,202279,1,0,0,0,2,0,0,1,2304296,0.5,One-Time User
48989,202284,1,0,0,0,1,0,1,1,3607361,1.0,One-Time User
48990,202288,1,0,0,0,2,0,2,1,4756105,1.0,One-Time User
48991,202295,1,0,0,0,1,0,1,1,1879194,1.0,One-Time User
48992,202299,1,0,0,0,2,0,2,1,3970251,1.0,One-Time User
48993,202307,2,0,0,0,2,0,0,2,672001,0.5,Window Shopper
48994,202313,1,0,0,0,1,1,1,1,2465336,1.0,One-Time User
48995,202320,1,0,0,0,1,0,1,1,3607361,1.0,One-Time User
48996,202332,1,0,0,0,1,0,0,1,3975787,1.0,One-Time User
48997,202333,1,0,0,0,4,0,0,1,4244487,0.5,One-Time User
48998,202338,2,0,0,2,2,0,1,2,2978503,0.5,Window Shopper
48999,202347,1,0,0,0,1,0,1,1,1879194,1.0,One-Time User
49000,202349,1,0,0,0,1,0,1,1,2355072,1.0,One-Time User
49001,202363,2,0,0,0,2,2,1,2,2939262,0.5,Window Shopper
49002,202366,1,0,0,0,3,0,3,1,1879194,1.0,One-Time User
49003,202379,1,0,0,0,1,0,0,1,2355072,1.0,One-Time User
49004,202381,1,0,0,0,1,1,0,1,2945933,1.0,One-Time User
49005,202387,1,0,0,0,1,0,1,1,359388,1.0,One-Time User
49006,202392,1,0,0,0,1,0,1,1,1320293,1.0,One-Time User
49007,202393,2,0,1,0,2,1,1,2,1789614,0.5,Window Shopper
49008,202396,1,0,0,0,1,0,0,1,2520377,1.0,One-Time User
49009,202397,1,1,0,0,2,2,2,1,4718134,1.0,Impulse Buyer
49010,202399,1,0,0,0,2,0,2,1,2355072,0.5,One-Time User
49011,202400,2,1,0,0,5,2,3,2,3002561,0.6,Impulse Buyer
49012,202402,2,0,1,0,3,2,3,2,35290,0.3333333333333333,Window Shopper
49013,202404,2,0,0,0,2,0,2,2,1320293,0.5,Window Shopper
49014,202408,1,0,0,0,2,0,2,1,238434,1.0,One-Time User
49015,202418,2,0,0,0,2,1,2,2,1851156,0.5,Window Shopper
49016,202422,2,0,0,0,3,1,1,2,4690421,0.6666666666666666,Window Shopper
49017,202425,1,0,0,0,1,0,0,1,4357323,1.0,One-Time User
49018,202428,1,0,0,0,1,0,1,1,1612623,1.0,One-Time User
49019,202435,1,0,0,0,2,2,0,1,2640118,0.5,One-Time User
49020,202437,1,0,0,0,1,0,0,1,1299190,1.0,One-Time User
49021,202449,1,0,0,0,2,0,2,1,1879194,0.5,One-Time User
49022,202450,3,0,0,0,3,3,1,3,2735466,0.3333333333333333,Window Shopper
49023,202452,1,0,0,0,1,0,0,1,2293367,1.0,One-Time User
49024,202453,1,0,0,0,2,0,0,1,4170419,1.0,One-Time User
49025,202454,1,0,0,0,1,0,1,1,1464116,1.0,One-Time User
49026,202456,2,0,0,0,2,1,0,2,2004007,0.5,Window Shopper
49027,202458,5,0,0,0,7,5,1,5,285583,0.2857142857142857,Window Shopper
49028,202463,1,0,0,0,2,2,2,1,2355072,1.0,One-Time User
49029,202466,1,0,0,0,1,0,1,1,2355072,1.0,One-Time User
49030,202468,2,0,0,0,2,1,1,2,2331312,0.5,Window Shopper
49031,202473,1,0,0,0,1,0,0,1,2228184,1.0,One-Time User
49032,202475,1,0,0,0,2,0,0,1,3624696,1.0,One-Time User
49033,202488,1,0,0,0,1,0,1,1,2465336,1.0,One-Time User
49034,202490,1,0,0,0,1,1,0,1,4672807,1.0,One-Time User
49035,202493,1,0,1,0,3,3,0,1,2640118,1.0,Cart Abandoner
49036,202496,1,0,0,0,1,0,1,1,1102540,1.0,One-Time User
49037,202499,1,0,0,0,1,1,0,1,2465336,1.0,One-Time User
49038,202504,1,0,1,0,2,2,0,1,2735466,0.5,Cart Abandoner
49039,202506,1,0,1,0,1,0,0,1,4476428,1.0,Cart Abandoner
49040,202514,2,0,1,0,3,1,1,2,135038,0.3333333333333333,Window Shopper
49041,202515,1,0,0,0,1,0,0,1,154040,1.0,One-Time User
49042,202531,1,0,1,0,1,1,1,1,1080785,1.0,Cart Abandoner
49043,202533,1,0,0,0,1,1,0,1,982926,1.0,One-Time User
49044,202536,1,0,0,0,1,1,0,1,1813610,1.0,One-Time User
49045,202540,1,0,1,0,2,2,2,1,3607361,1.0,Cart Abandoner
49046,202551,1,0,0,0,2,2,0,1,2812445,1.0,One-Time User
49047,202552,1,0,0,0,1,0,1,1,886203,1.0,One-Time User
49048,202554,2,0,0,0,3,1,1,2,4641137,0.6666666666666666,Window Shopper
49049,202558,1,0,0,0,1,0,1,1,237446,1.0,One-Time User
49050,202563,1,0,0,0,1,0,1,1,4756105,1.0,One-Time User
49051,202564,1,0,0,0,2,2,0,1,4282670,0.5,One-Time User
49052,202570,1,0,0,0,2,0,0,1,2520377,1.0,One-Time User
49053,202571,2,0,0,0,2,1,2,2,3607361,1.0,Window Shopper
49054,202574,1,0,0,0,1,0,0,1,1320293,1.0,One-Time User
49055,202576,1,0,0,0,1,0,1,1,2520377,1.0,One-Time User
49056,202579,1,0,0,0,1,0,0,1,903809,1.0,One-Time User
49057,202588,1,0,0,1,3,0,0,1,3158249,0.3333333333333333,Wishlister
49058,202595,1,0,0,0,1,0,0,1,4282670,1.0,One-Time User
49059,202599,5,0,1,0,8,1,7,5,1080785,0.25,Window Shopper
49060,202602,2,0,0,0,3,0,3,2,2355072,0.6666666666666666,Window Shopper
49061,202604,3,0,0,1,6,2,4,3,4145813,0.3333333333333333,Window Shopper
49062,202609,1,0,0,0,1,0,1,1,3189162,1.0,One-Time User
49063,202610,1,0,0,0,2,2,2,1,2782399,0.5,One-Time User
49064,202611,1,0,0,1,2,0,2,1,2939262,0.5,Wishlister
49065,202613,1,0,0,0,1,0,0,1,1397912,1.0,One-Time User
49066,202614,3,0,0,0,5,2,0,3,4217906,0.4,Window Shopper
49067,202616,1,0,0,0,1,1,1,1,4756105,1.0,One-Time User
49068,202619,3,0,0,0,3,1,1,3,383749,0.3333333333333333,Window Shopper
49069,202620,1,0,1,0,2,0,0,1,3138705,0.5,Cart Abandoner
49070,202622,1,0,0,0,1,0,1,1,119741,1.0,One-Time User
49071,202624,1,0,0,0,1,0,0,1,2342116,1.0,One-Time User
49072,202634,1,0,0,0,1,0,0,1,4718134,1.0,One-Time User
49073,202638,1,0,0,0,1,0,1,1,4817527,1.0,One-Time User
49074,202654,1,0,0,0,1,1,0,1,982926,1.0,One-Time User
49075,202655,1,0,0,0,1,0,0,1,3607361,1.0,One-Time User
49076,202656,1,0,0,0,3,3,3,1,941949,1.0,One-Time User
49077,202661,1,0,0,0,1,1,1,1,3975787,1.0,One-Time User
49078,202662,2,0,0,0,4,1,4,2,672001,0.25,Window Shopper
49079,202667,1,0,0,0,1,0,0,1,982926,1.0,One-Time User
49080,202668,2,0,0,0,2,0,0,2,3607361,0.5,Window Shopper
49081,202670,1,0,0,0,2,0,0,1,2355072,1.0,One-Time User
49082,202674,1,0,0,0,1,1,1,1,4052307,1.0,One-Time User
49083,202681,1,0,0,0,3,3,0,1,2096639,0.6666666666666666,One-Time User
