,product_id,views,favorites,carts,purchases,view_to_purchase,cart_to_purchase,fav_to_purchase,cart_abandonment_rate,fav_abandonment_rate,product_segment
66274,1193703,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66275,1193706,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66276,1193711,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66277,1193733,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66278,1193743,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66279,1193770,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66280,1193797,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66281,1193798,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66282,1193800,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66283,1193821,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66284,1193847,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66285,1193851,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66286,1193857,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66287,1193971,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66288,1193973,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66289,1193986,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66290,1193995,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66291,1194029,3,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,Regular Product
66292,1194033,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66293,1194042,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66294,1194089,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66295,1194118,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66296,1194138,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66297,1194182,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66298,1194191,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66299,1194195,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66300,1194198,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66301,1194256,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66302,1194282,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66303,1194324,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66304,1194348,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66305,1194413,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66306,1194438,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66307,1194448,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66308,1194455,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66309,1194470,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66310,1194557,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66311,1194563,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66312,1194578,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66313,1194603,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66314,1194608,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66315,1194620,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66316,1194629,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66317,1194646,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66318,1194710,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66319,1194726,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66320,1194748,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66321,1194756,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66322,1194823,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66323,1194855,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66324,1194858,4,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66325,1194869,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66326,1194883,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66327,1194909,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66328,1194944,4,0,2,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66329,1194964,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66330,1194970,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66331,1194990,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66332,1195030,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66333,1195040,1,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
66334,1195043,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66335,1195048,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66336,1195052,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66337,1195070,3,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66338,1195080,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Regular Product
66339,1195084,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66340,1195104,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66341,1195106,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66342,1195108,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66343,1195114,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66344,1195115,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Regular Product
66345,1195121,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66346,1195174,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66347,1195188,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66348,1195191,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66349,1195192,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66350,1195199,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66351,1195201,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66352,1195244,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66353,1195289,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66354,1195296,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66355,1195305,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66356,1195328,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66357,1195368,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66358,1195372,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66359,1195424,6,0,1,0,0.0,0.0,0.0,1.0,0.0,Poor Converter
66360,1195529,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66361,1195551,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66362,1195555,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66363,1195606,11,0,0,0,0.0,0.0,0.0,0.0,0.0,"High Attention, No Sale"
66364,1195621,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66365,1195675,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66366,1195682,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66367,1195690,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66368,1195705,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66369,1195708,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66370,1195710,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66371,1195715,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66372,1195751,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66373,1195752,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66374,1195764,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66375,1195811,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66376,1195815,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66377,1195818,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66378,1195832,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66379,1195870,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66380,1195910,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66381,1195928,0,1,0,0,0.0,0.0,0.0,0.0,1.0,Dead Stock
66382,1195929,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66383,1195962,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66384,1195985,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66385,1195989,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66386,1196017,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66387,1196035,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66388,1196037,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66389,1196040,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Regular Product
66390,1196056,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66391,1196080,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66392,1196112,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66393,1196130,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66394,1196136,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66395,1196140,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66396,1196153,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66397,1196168,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66398,1196170,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66399,1196202,17,0,1,0,0.0,0.0,0.0,1.0,0.0,"High Attention, No Sale"
66400,1196224,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66401,1196235,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66402,1196249,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66403,1196284,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66404,1196285,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66405,1196318,3,0,2,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66406,1196322,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66407,1196331,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66408,1196350,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66409,1196394,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66410,1196403,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66411,1196427,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66412,1196464,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66413,1196472,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66414,1196585,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66415,1196642,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66416,1196656,6,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66417,1196679,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66418,1196700,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66419,1196726,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66420,1196742,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66421,1196798,17,1,0,0,0.0,0.0,0.0,0.0,1.0,"High Attention, No Sale"
66422,1196822,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66423,1196834,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66424,1196862,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66425,1196877,5,0,1,0,0.0,0.0,0.0,1.0,0.0,Poor Converter
66426,1196884,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66427,1196910,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66428,1196946,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66429,1196964,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66430,1196979,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66431,1197003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66432,1197004,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66433,1197009,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66434,1197030,7,0,1,0,0.0,0.0,0.0,1.0,0.0,Poor Converter
66435,1197041,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66436,1197048,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66437,1197052,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66438,1197058,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66439,1197075,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66440,1197085,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66441,1197091,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66442,1197095,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66443,1197096,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66444,1197118,6,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66445,1197131,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66446,1197147,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66447,1197189,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66448,1197259,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66449,1197263,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66450,1197265,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66451,1197286,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66452,1197294,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66453,1197300,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66454,1197341,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66455,1197348,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66456,1197364,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66457,1197366,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66458,1197370,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66459,1197395,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66460,1197422,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66461,1197426,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66462,1197427,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66463,1197445,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66464,1197478,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66465,1197480,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66466,1197502,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66467,1197505,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66468,1197531,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66469,1197558,6,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66470,1197559,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66471,1197589,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66472,1197607,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66473,1197622,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66474,1197634,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66475,1197637,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66476,1197656,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66477,1197670,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66478,1197671,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66479,1197682,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66480,1197687,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66481,1197721,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66482,1197733,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66483,1197743,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66484,1197744,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66485,1197779,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66486,1197806,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66487,1197815,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66488,1197834,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66489,1197840,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66490,1197872,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66491,1197897,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66492,1197925,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66493,1197935,0,0,2,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66494,1197968,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66495,1197983,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66496,1198021,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66497,1198039,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66498,1198116,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66499,1198118,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66500,1198135,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66501,1198148,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66502,1198174,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66503,1198188,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66504,1198207,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66505,1198264,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66506,1198266,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66507,1198271,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66508,1198294,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66509,1198298,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66510,1198301,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66511,1198333,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66512,1198345,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66513,1198372,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66514,1198373,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66515,1198382,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66516,1198390,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66517,1198423,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66518,1198427,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66519,1198454,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66520,1198495,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66521,1198507,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66522,1198527,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66523,1198545,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66524,1198583,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66525,1198586,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66526,1198587,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66527,1198635,9,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66528,1198662,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66529,1198677,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66530,1198679,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66531,1198690,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66532,1198705,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66533,1198714,1,0,0,1,1.0,0.0,0.0,0.0,0.0,Regular Product
66534,1198721,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66535,1198747,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66536,1198756,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66537,1198760,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66538,1198773,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66539,1198795,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66540,1198859,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66541,1198867,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66542,1198872,1,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
66543,1198890,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66544,1198902,2,0,0,1,0.5,0.0,0.0,0.0,0.0,Regular Product
66545,1198925,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66546,1198965,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66547,1198976,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66548,1198980,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66549,1198992,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66550,1199003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66551,1199006,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66552,1199012,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66553,1199020,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66554,1199022,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66555,1199030,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66556,1199048,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66557,1199087,4,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66558,1199129,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66559,1199139,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66560,1199162,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66561,1199173,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66562,1199202,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66563,1199232,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66564,1199233,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66565,1199235,5,1,0,0,0.0,0.0,0.0,0.0,1.0,Poor Converter
66566,1199239,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66567,1199246,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66568,1199274,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66569,1199297,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66570,1199311,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
66571,1199321,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66572,1199329,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66573,1199343,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66574,1199375,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66575,1199435,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66576,1199517,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66577,1199520,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66578,1199559,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66579,1199599,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66580,1199600,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66581,1199636,5,0,1,0,0.0,0.0,0.0,1.0,0.0,Poor Converter
66582,1199637,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66583,1199642,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66584,1199651,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66585,1199667,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66586,1199674,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66587,1199722,7,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
66588,1199725,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66589,1199727,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66590,1199785,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66591,1199804,5,1,0,0,0.0,0.0,0.0,0.0,1.0,Poor Converter
66592,1199811,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66593,1199814,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66594,1199847,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66595,1199907,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66596,1199910,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66597,1199917,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66598,1199933,0,1,0,0,0.0,0.0,0.0,0.0,1.0,Dead Stock
66599,1199977,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66600,1199999,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66601,1200013,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66602,1200055,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66603,1200069,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66604,1200076,6,0,1,0,0.0,0.0,0.0,1.0,0.0,Poor Converter
66605,1200079,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66606,1200081,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66607,1200109,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66608,1200116,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66609,1200124,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
66610,1200128,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
66611,1200137,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
